home_team,away_team,tournament,is_neutral,year,month,home_roll_goals_for_5,home_roll_goals_against_5,away_roll_goals_for_5,away_roll_goals_against_5,home_roll_unique_scorers_5,away_roll_unique_scorers_5,home_roll_penalty_goals_5,away_roll_penalty_goals_5,home_result
Mozambique,Ivory Coast,FIFA World Cup qualification,0,2021,9,0.8,1.0,2.0,0.5,0.0,0.0,0.0,0.0,Draw
Cameroon,Malawi,FIFA World Cup qualification,0,2021,9,0.5,0.75,0.8,1.8,1.8,0.0,0.2,0.0,Win
Zimbabwe,South Africa,FIFA World Cup qualification,0,2021,9,0.6,1.6,1.6,0.0,0.0,0.0,0.0,0.0,Draw
Ghana,Ethiopia,FIFA World Cup qualification,0,2021,9,1.0,0.75,2.2,0.8,1.6,0.0,0.0,0.0,Win
Bosnia and Herzegovina,Kuwait,Friendly,0,2021,9,0.2,0.8,0.6,1.4,0.0,0.0,0.0,0.0,Win
Burundi,Seychelles,Friendly,1,2021,9,1.0,1.5,1.0,7.0,0.0,0.0,0.0,0.0,Win
Haiti,Jordan,Friendly,1,2021,9,1.6,2.6,1.0,1.4,0.0,0.0,0.0,0.0,Win
Qatar,Portugal,Friendly,1,2021,9,1.8,1.4,1.8,1.6,0.0,0.0,0.0,0.0,Loss
Republic of Ireland,Azerbaijan,FIFA World Cup qualification,0,2021,9,1.2,1.0,1.0,1.6,1.2,1.0,0.0,0.2,Draw
Serbia,Luxembourg,FIFA World Cup qualification,0,2021,9,1.8,1.0,0.8,1.2,2.0,1.4,0.0,0.2,Win
Finland,Kazakhstan,FIFA World Cup qualification,0,2021,9,0.2,0.8,0.75,2.25,1.2,0.0,0.2,0.0,Win
Ukraine,France,FIFA World Cup qualification,0,2021,9,1.2,1.8,1.6,1.4,1.8,1.2,0.0,0.2,Draw
Faroe Islands,Denmark,FIFA World Cup qualification,0,2021,9,1.2,2.6,2.6,0.8,0.0,2.4,0.0,0.0,Loss
Scotland,Moldova,FIFA World Cup qualification,0,2021,9,0.4,1.4,0.4,3.2,1.6,0.0,0.0,0.0,Win
Israel,Austria,FIFA World Cup qualification,0,2021,9,2.4,1.4,1.4,1.0,1.8,2.0,0.0,0.0,Win
Latvia,Norway,FIFA World Cup qualification,0,2021,9,2.2,2.8,0.8,1.2,0.0,1.4,0.0,0.0,Loss
Gibraltar,Turkey,FIFA World Cup qualification,0,2021,9,0.4,4.0,1.0,2.0,0.0,2.0,0.0,0.4,Loss
Netherlands,Montenegro,FIFA World Cup qualification,0,2021,9,1.8,1.0,1.4,1.4,2.8,0.0,0.2,0.0,Win
Slovenia,Malta,FIFA World Cup qualification,0,2021,9,1.8,1.0,1.2,2.0,1.4,0.0,0.6,0.0,Win
Cyprus,Russia,FIFA World Cup qualification,0,2021,9,0.2,1.8,0.6,1.4,0.0,1.4,0.0,0.2,Loss
Slovakia,Croatia,FIFA World Cup qualification,0,2021,9,0.6,1.6,1.4,1.6,0.0,2.2,0.0,0.2,Loss
Bangladesh,Palestine,Three Nations Cup,1,2021,9,0.4,1.6,2.4,1.4,0.0,0.0,0.0,0.0,Loss
Estonia,Northern Ireland,Friendly,0,2021,9,1.2,1.4,1.6,0.8,0.0,0.0,0.0,0.0,Loss
Nepal,India,Friendly,0,2021,9,1.0,2.6,0.8,1.8,0.0,0.0,0.0,0.0,Loss
Sweden,Uzbekistan,Friendly,0,2021,9,1.4,1.0,1.6,0.8,0.0,0.0,0.0,0.0,Win
Rwanda,Kenya,FIFA World Cup qualification,0,2021,9,1.6,0.2,1.2,0.6,2.2,2.0,0.0,0.0,Draw
Gabon,Egypt,FIFA World Cup qualification,0,2021,9,1.3333333333333333,1.3333333333333333,2.0,0.3333333333333333,1.2,1.4,0.2,0.2,Draw
Togo,Namibia,FIFA World Cup qualification,0,2021,9,0.6,1.0,1.2,0.8,0.0,1.6,0.0,0.0,Loss
Kosovo,Greece,FIFA World Cup qualification,0,2021,9,1.8,0.8,1.4,1.2,1.0,1.6,0.0,0.4,Draw
Spain,Georgia,FIFA World Cup qualification,0,2021,9,2.6,1.4,0.8,1.6,2.6,0.0,0.0,0.0,Win
Bulgaria,Lithuania,FIFA World Cup qualification,0,2021,9,0.4,1.2,0.4,2.8,1.0,0.0,0.2,0.0,Win
Switzerland,Italy,FIFA World Cup qualification,0,2021,9,1.8,1.8,1.4,1.0,0.0,0.0,0.0,0.0,Draw
Belarus,Wales,FIFA World Cup qualification,1,2021,9,1.2,2.8,0.6,1.2,2.2,1.6,0.4,0.0,Loss
Belgium,Czech Republic,FIFA World Cup qualification,0,2021,9,2.2,1.0,1.0,0.8,2.0,0.0,0.2,0.0,Win
England,Andorra,FIFA World Cup qualification,0,2021,9,2.6,0.4,0.8,2.2,2.4,0.0,0.0,0.0,Win
Albania,Hungary,FIFA World Cup qualification,0,2021,9,0.8,1.8,0.6,2.0,1.8,0.0,0.4,0.0,Win
San Marino,Poland,FIFA World Cup qualification,0,2021,9,0.2,3.6,2.0,1.8,1.0,1.6,0.0,0.0,Loss
Iceland,North Macedonia,FIFA World Cup qualification,0,2021,9,1.6,1.4,1.2,1.6,1.6,2.0,0.2,0.2,Draw
Germany,Armenia,FIFA World Cup qualification,0,2021,9,1.6,1.4,1.4,1.2,2.0,0.0,0.2,0.0,Win
Romania,Liechtenstein,FIFA World Cup qualification,0,2021,9,1.0,1.4,0.4,4.6,1.6,0.0,0.2,0.0,Win
Ecuador,Chile,FIFA World Cup qualification,0,2021,9,1.4,1.6,0.4,1.0,0.0,0.0,0.0,0.0,Draw
Paraguay,Colombia,FIFA World Cup qualification,0,2021,9,1.0,1.4,1.2,1.2,2.0,1.2,0.6,0.2,Draw
Uruguay,Bolivia,FIFA World Cup qualification,0,2021,9,1.0,0.4,0.6,2.2,1.6,1.2,0.4,0.4,Win
Peru,Venezuela,FIFA World Cup qualification,0,2021,9,1.4,1.6,0.6,1.8,1.8,0.0,0.0,0.0,Win
Costa Rica,Mexico,FIFA World Cup qualification,0,2021,9,0.6,0.6,1.6,0.6,0.0,2.0,0.0,0.2,Loss
El Salvador,Honduras,FIFA World Cup qualification,0,2021,9,0.8,0.8,1.6,1.6,0.0,0.0,0.0,0.0,Draw
Jamaica,Panama,FIFA World Cup qualification,0,2021,9,1.0,1.0,1.6,2.0,0.0,2.2,0.0,0.4,Loss
United States,Canada,FIFA World Cup qualification,0,2021,9,0.8,0.0,1.6,1.0,1.8,2.2,0.0,0.6,Draw
Djibouti,Niger,FIFA World Cup qualification,1,2021,9,0.3333333333333333,3.0,0.6,1.8,1.2,1.4,0.2,0.2,Loss
Liberia,Central African Republic,FIFA World Cup qualification,1,2021,9,0.5,2.0,0.6,2.2,1.6,0.0,0.6,0.0,Win
Ivory Coast,Cameroon,FIFA World Cup qualification,0,2021,9,1.6,0.4,0.8,0.6,1.6,2.0,0.0,0.0,Win
Uganda,Mali,FIFA World Cup qualification,0,2021,9,0.6,1.2,1.0,0.6,0.0,0.0,0.0,0.0,Draw
South Africa,Ghana,FIFA World Cup qualification,0,2021,9,1.4,0.0,1.0,0.6,1.4,0.0,0.0,0.0,Win
Benin,DR Congo,FIFA World Cup qualification,0,2021,9,0.75,1.0,0.6,1.2,1.4,2.2,0.2,0.4,Draw
Kyrgyzstan,Bangladesh,Three Nations Cup,0,2021,9,2.5,1.75,0.4,2.0,0.0,0.0,0.0,0.0,Win
Bahrain,Jordan,Friendly,0,2021,9,4.0,0.8,0.8,0.8,0.0,0.0,0.0,0.0,Loss
Comoros,Burundi,Friendly,0,2021,9,2.0,2.5,3.3333333333333335,1.3333333333333333,0.0,0.0,0.0,0.0,Win
Luxembourg,Qatar,Friendly,0,2021,9,0.8,2.0,1.2,2.0,0.0,0.0,0.0,0.0,Draw
Burkina Faso,Algeria,FIFA World Cup qualification,1,2021,9,0.8,0.6,4.0,0.4,1.6,2.4,0.2,0.4,Draw
Zambia,Tunisia,FIFA World Cup qualification,0,2021,9,1.0,1.0,1.4,0.6,0.0,1.8,0.0,0.4,Loss
Equatorial Guinea,Mauritania,FIFA World Cup qualification,0,2021,9,0.6666666666666666,1.6666666666666667,1.2,1.2,1.2,0.0,0.4,0.0,Win
Cape Verde,Nigeria,FIFA World Cup qualification,0,2021,9,1.25,1.0,1.0,1.0,1.0,1.4,0.4,0.2,Loss
Malawi,Mozambique,FIFA World Cup qualification,1,2021,9,0.8,1.8,0.8,0.8,1.2,0.0,0.2,0.0,Win
Angola,Libya,FIFA World Cup qualification,0,2021,9,0.6666666666666666,0.6666666666666666,0.8,1.8,0.0,1.6,0.0,0.0,Loss
Ethiopia,Zimbabwe,FIFA World Cup qualification,0,2021,9,1.4,1.0,0.6,1.2,1.8,0.0,0.2,0.0,Win
Congo,Senegal,FIFA World Cup qualification,0,2021,9,0.5,1.0,1.6,0.8,1.0,1.4,0.0,0.2,Loss
Sudan,Guinea-Bissau,FIFA World Cup qualification,0,2021,9,1.0,1.0,2.3333333333333335,0.6666666666666666,1.0,1.0,0.2,0.2,Loss
Tanzania,Madagascar,FIFA World Cup qualification,0,2021,9,1.0,0.8,0.0,1.6666666666666667,1.4,1.8,0.0,0.0,Win
Syria,United Arab Emirates,FIFA World Cup qualification,1,2021,9,1.6,1.4,3.0,0.6,1.6,2.4,0.6,0.4,Draw
South Korea,Lebanon,FIFA World Cup qualification,0,2021,9,2.4,0.8,1.4,1.4,3.2,0.0,0.6,0.0,Win
Iraq,Iran,FIFA World Cup qualification,1,2021,9,2.2,0.8,3.6,0.2,0.0,3.2,0.0,0.4,Loss
China,Japan,FIFA World Cup qualification,1,2021,9,3.4,0.8,4.0,0.6,0.0,4.6,0.0,0.6,Loss
Vietnam,Australia,FIFA World Cup qualification,0,2021,9,2.0,1.6,3.0,0.2,0.0,2.8,0.0,0.2,Loss
Oman,Saudi Arabia,FIFA World Cup qualification,0,2021,9,1.6,0.6,3.4,0.2,0.0,2.8,0.0,0.6,Loss
Republic of Ireland,Serbia,FIFA World Cup qualification,0,2021,9,1.4,1.0,2.2,0.8,1.2,2.4,0.0,0.0,Draw
Azerbaijan,Portugal,FIFA World Cup qualification,0,2021,9,1.0,1.4,1.8,1.8,0.0,1.8,0.0,0.6,Loss
Bosnia and Herzegovina,Kazakhstan,FIFA World Cup qualification,0,2021,9,0.4,0.8,0.6,2.0,1.2,1.0,0.2,0.0,Draw
France,Finland,FIFA World Cup qualification,0,2021,9,1.6,1.6,0.4,0.6,1.2,0.0,0.2,0.0,Win
Faroe Islands,Moldova,FIFA World Cup qualification,0,2021,9,1.0,2.2,0.4,1.8,1.0,1.0,0.0,0.0,Win
Austria,Scotland,FIFA World Cup qualification,0,2021,9,1.2,1.8,0.4,1.4,0.0,1.6,0.0,0.0,Loss
Denmark,Israel,FIFA World Cup qualification,0,2021,9,2.0,0.6,3.2,1.6,1.8,0.0,0.0,0.0,Win
Montenegro,Latvia,FIFA World Cup qualification,0,2021,9,0.6,2.0,1.6,2.6,0.0,0.0,0.0,0.0,Draw
Netherlands,Turkey,FIFA World Cup qualification,0,2021,9,2.0,0.6,1.2,2.0,2.2,2.2,0.4,0.2,Win
Norway,Gibraltar,FIFA World Cup qualification,0,2021,9,1.2,0.6,0.2,3.8,1.6,1.0,0.2,0.4,Win
Croatia,Slovenia,FIFA World Cup qualification,0,2021,9,1.6,1.4,1.8,0.6,2.2,0.0,0.2,0.0,Win
Slovakia,Cyprus,FIFA World Cup qualification,0,2021,9,0.6,1.8,0.2,2.0,1.6,0.0,0.0,0.0,Win
Russia,Malta,FIFA World Cup qualification,0,2021,9,0.8,1.4,0.8,1.8,1.2,0.0,0.2,0.0,Win
Bulgaria,Georgia,Friendly,0,2021,9,0.6,1.2,0.6,2.0,0.0,0.0,0.0,0.0,Win
Czech Republic,Ukraine,Friendly,0,2021,9,0.8,1.2,1.0,1.8,0.0,0.0,0.0,0.0,Draw
Guatemala,Nicaragua,Friendly,0,2021,9,1.2,1.4,2.5,0.5,0.0,0.0,0.0,0.0,Draw
Kosovo,Spain,FIFA World Cup qualification,0,2021,9,1.2,0.8,2.4,1.4,0.0,2.4,0.0,0.0,Loss
Greece,Sweden,FIFA World Cup qualification,0,2021,9,1.2,1.2,1.8,1.2,1.4,1.8,0.4,0.4,Win
Northern Ireland,Switzerland,FIFA World Cup qualification,0,2021,9,1.6,0.4,1.8,1.2,0.0,0.0,0.0,0.0,Draw
Italy,Lithuania,FIFA World Cup qualification,0,2021,9,1.0,0.8,0.4,2.6,1.4,0.0,0.0,0.0,Win
Wales,Estonia,FIFA World Cup qualification,0,2021,9,1.0,1.4,1.2,1.4,0.0,0.0,0.0,0.0,Draw
Belarus,Belgium,FIFA World Cup qualification,1,2021,9,1.4,3.2,2.4,0.8,0.0,2.2,0.0,0.2,Loss
Albania,San Marino,FIFA World Cup qualification,0,2021,9,1.0,1.4,0.4,4.4,1.4,0.0,0.2,0.0,Win
Hungary,Andorra,FIFA World Cup qualification,0,2021,9,0.6,2.2,0.8,2.4,2.6,1.0,0.4,0.2,Win
Poland,England,FIFA World Cup qualification,0,2021,9,3.0,1.6,3.0,0.4,2.2,2.6,0.0,0.2,Draw
Iceland,Germany,FIFA World Cup qualification,0,2021,9,1.2,1.6,2.8,1.2,0.0,2.8,0.0,0.2,Loss
Armenia,Liechtenstein,FIFA World Cup qualification,0,2021,9,1.0,2.4,0.4,4.0,1.8,1.2,0.2,0.2,Draw
North Macedonia,Romania,FIFA World Cup qualification,0,2021,9,0.8,2.0,1.4,1.2,0.0,0.0,0.0,0.0,Draw
Costa Rica,Jamaica,FIFA World Cup qualification,0,2021,9,0.2,0.6,0.6,1.6,1.6,1.4,0.2,0.2,Draw
Panama,Mexico,FIFA World Cup qualification,0,2021,9,2.2,1.4,1.6,0.6,2.2,1.8,0.4,0.4,Draw
Canada,El Salvador,FIFA World Cup qualification,0,2021,9,1.0,1.0,0.4,0.8,1.6,0.0,0.6,0.0,Win
Honduras,United States,FIFA World Cup qualification,0,2021,9,0.8,1.6,0.8,0.2,2.6,1.0,0.2,0.0,Loss
Colombia,Chile,FIFA World Cup qualification,0,2021,9,1.2,1.0,0.2,1.0,1.2,1.0,0.2,0.0,Win
Paraguay,Venezuela,FIFA World Cup qualification,0,2021,9,1.2,1.4,0.6,1.4,2.0,1.6,0.4,0.2,Win
Uruguay,Ecuador,FIFA World Cup qualification,0,2021,9,1.6,0.6,1.0,1.2,1.6,0.0,0.4,0.0,Win
Argentina,Bolivia,FIFA World Cup qualification,0,2021,9,2.4,0.6,0.8,2.4,2.2,0.0,0.2,0.0,Win
Brazil,Peru,FIFA World Cup qualification,0,2021,9,0.8,0.4,1.4,1.6,1.2,0.0,0.0,0.0,Win
El Salvador,Guatemala,Friendly,1,2021,9,0.4,1.2,0.8,1.8,0.0,0.0,0.0,0.0,Loss
Egypt,Liberia,Friendly,0,2021,9,1.75,0.5,0.6,1.6,0.0,0.0,0.0,0.0,Win
Sri Lanka,Bangladesh,SAFF Cup,1,2021,10,1.0,4.0,0.4,2.4,0.0,0.0,0.0,0.0,Loss
Maldives,Nepal,SAFF Cup,0,2021,10,0.3333333333333333,3.3333333333333335,0.8,1.8,0.0,0.0,0.0,0.0,Loss
Bangladesh,India,SAFF Cup,1,2021,10,0.4,2.2,1.2,0.8,0.0,0.0,0.0,0.0,Draw
Sri Lanka,Nepal,SAFF Cup,1,2021,10,0.6666666666666666,3.0,0.6,1.8,0.0,0.0,0.0,0.0,Loss
Sudan,Guinea,FIFA World Cup qualification,1,2021,10,1.4,1.6,1.0,1.0,1.0,1.2,0.2,0.2,Draw
Morocco,Guinea-Bissau,FIFA World Cup qualification,0,2021,10,1.0,0.0,2.75,1.0,1.2,0.0,0.0,0.0,Win
Bahrain,Curaçao,Friendly,0,2021,10,2.6,1.2,2.2,0.6,0.0,0.0,0.0,0.0,Win
Jordan,Malaysia,Friendly,0,2021,10,1.0,0.8,0.5,2.0,0.0,0.0,0.0,0.0,Win
Sierra Leone,South Sudan,Friendly,1,2021,10,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Draw
Italy,Spain,UEFA Nations League,0,2021,10,1.6,0.6,1.8,0.8,1.8,1.8,0.0,0.0,Loss
Iraq,Lebanon,FIFA World Cup qualification,1,2021,10,1.0,1.0,0.8,1.2,0.0,0.0,0.0,0.0,Draw
South Korea,Syria,FIFA World Cup qualification,0,2021,10,2.6,0.2,1.8,1.0,3.0,1.4,0.6,0.6,Win
United Arab Emirates,Iran,FIFA World Cup qualification,0,2021,10,2.4,0.8,3.6,0.0,0.0,3.2,0.0,0.4,Loss
Saudi Arabia,Japan,FIFA World Cup qualification,0,2021,10,2.6,0.2,2.2,0.6,2.2,0.0,0.4,0.0,Win
China,Vietnam,FIFA World Cup qualification,1,2021,10,2.0,1.0,1.8,1.6,3.2,2.0,0.6,0.2,Win
Australia,Oman,FIFA World Cup qualification,1,2021,10,2.6,0.2,1.6,0.6,2.4,1.8,0.2,0.0,Win
Honduras,Costa Rica,FIFA World Cup qualification,0,2021,10,0.4,2.0,0.2,0.8,0.0,0.0,0.0,0.0,Draw
United States,Jamaica,FIFA World Cup qualification,0,2021,10,1.4,0.4,0.4,1.6,1.6,0.0,0.0,0.0,Win
El Salvador,Panama,FIFA World Cup qualification,0,2021,10,0.0,1.0,1.8,1.0,2.0,0.0,0.2,0.0,Win
Mexico,Canada,FIFA World Cup qualification,0,2021,10,1.2,0.8,1.6,0.8,1.8,1.6,0.4,0.2,Draw
Equatorial Guinea,Zambia,FIFA World Cup qualification,0,2021,10,0.75,1.25,0.8,1.0,1.0,0.0,0.4,0.0,Win
Tunisia,Mauritania,FIFA World Cup qualification,0,2021,10,1.4,0.4,1.0,1.4,2.0,0.0,0.4,0.0,Win
Liberia,Cape Verde,FIFA World Cup qualification,1,2021,10,0.6,1.8,1.2,1.2,1.4,1.0,0.6,0.2,Loss
Nigeria,Central African Republic,FIFA World Cup qualification,0,2021,10,0.8,1.2,0.2,2.0,0.0,1.2,0.0,0.0,Loss
Rwanda,Uganda,FIFA World Cup qualification,0,2021,10,1.6,0.4,0.6,1.2,0.0,1.2,0.0,0.0,Loss
Mali,Kenya,FIFA World Cup qualification,1,2021,10,0.4,0.6,1.2,0.8,1.4,0.0,0.2,0.0,Win
DR Congo,Madagascar,FIFA World Cup qualification,0,2021,10,0.8,0.8,0.5,2.0,2.0,0.0,0.4,0.0,Win
Tanzania,Benin,FIFA World Cup qualification,0,2021,10,1.4,0.8,0.8,1.0,0.0,1.2,0.0,0.2,Loss
Ecuador,Bolivia,FIFA World Cup qualification,0,2021,10,0.6,1.0,0.8,2.8,1.6,0.0,0.0,0.0,Win
Venezuela,Brazil,FIFA World Cup qualification,0,2021,10,0.8,1.8,1.0,0.2,1.4,1.2,0.2,0.0,Loss
Paraguay,Argentina,FIFA World Cup qualification,0,2021,10,1.2,1.6,2.2,0.4,0.0,0.0,0.0,0.0,Draw
Peru,Chile,FIFA World Cup qualification,0,2021,10,0.8,1.4,0.2,1.4,1.6,0.0,0.0,0.0,Win
Uruguay,Colombia,FIFA World Cup qualification,0,2021,10,1.4,0.6,1.8,1.2,0.0,0.0,0.0,0.0,Draw
Indonesia,Taiwan,AFC Asian Cup qualification,1,2021,10,1.0,3.4,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,Win
India,Sri Lanka,SAFF Cup,1,2021,10,1.4,0.8,1.0,3.0,0.0,0.0,0.0,0.0,Draw
Maldives,Bangladesh,SAFF Cup,0,2021,10,0.25,2.75,0.6,2.0,0.0,0.0,0.0,0.0,Win
Belgium,France,UEFA Nations League,1,2021,10,2.2,0.8,1.8,1.4,2.0,1.2,0.2,0.2,Loss
Czech Republic,Wales,FIFA World Cup qualification,0,2021,10,1.0,1.2,0.6,1.4,1.2,1.2,0.2,0.4,Draw
Estonia,Belarus,FIFA World Cup qualification,0,2021,10,1.0,1.4,0.6,3.0,1.4,0.0,0.0,0.0,Win
Gibraltar,Montenegro,FIFA World Cup qualification,0,2021,10,0.4,3.4,0.6,1.8,0.0,2.2,0.0,0.0,Loss
Latvia,Netherlands,FIFA World Cup qualification,0,2021,10,1.0,2.4,2.8,0.8,0.0,2.4,0.0,0.6,Loss
Turkey,Norway,FIFA World Cup qualification,0,2021,10,1.4,2.6,2.0,0.8,2.0,2.0,0.2,0.2,Draw
Malta,Slovenia,FIFA World Cup qualification,0,2021,10,0.8,1.6,1.8,1.0,0.0,1.2,0.0,0.4,Loss
Cyprus,Croatia,FIFA World Cup qualification,0,2021,10,0.0,2.4,2.0,1.2,0.0,2.2,0.0,0.0,Loss
Russia,Slovakia,FIFA World Cup qualification,0,2021,10,1.2,0.8,0.6,1.6,1.4,0.0,0.4,0.0,Win
Iceland,Armenia,FIFA World Cup qualification,0,2021,10,1.0,2.0,0.6,2.2,1.8,1.6,0.2,0.4,Draw
Germany,Romania,FIFA World Cup qualification,0,2021,10,2.8,0.8,1.0,0.6,3.4,1.8,0.0,0.0,Win
Liechtenstein,North Macedonia,FIFA World Cup qualification,0,2021,10,0.4,3.4,0.6,1.4,0.0,2.0,0.0,0.2,Loss
Algeria,Niger,FIFA World Cup qualification,0,2021,10,3.4,0.4,1.4,2.0,2.0,1.8,0.4,0.4,Win
Djibouti,Burkina Faso,FIFA World Cup qualification,1,2021,10,0.75,3.25,1.0,0.8,0.0,1.6,0.0,0.2,Loss
Malawi,Ivory Coast,FIFA World Cup qualification,1,2021,10,0.6,1.4,1.4,0.6,0.0,1.6,0.0,0.2,Loss
Cameroon,Mozambique,FIFA World Cup qualification,0,2021,10,0.8,0.4,0.4,1.0,1.8,1.2,0.2,0.4,Win
Angola,Gabon,FIFA World Cup qualification,0,2021,10,0.5,0.75,1.25,1.25,1.8,1.2,0.0,0.2,Win
Egypt,Libya,FIFA World Cup qualification,0,2021,10,1.8,0.4,0.6,0.8,1.4,0.0,0.2,0.0,Win
Azerbaijan,Republic of Ireland,FIFA World Cup qualification,0,2021,10,0.8,1.6,1.4,1.0,0.0,1.2,0.0,0.0,Loss
Luxembourg,Serbia,FIFA World Cup qualification,0,2021,10,0.8,1.6,2.0,0.8,0.0,1.8,0.0,0.0,Loss
Sweden,Kosovo,FIFA World Cup qualification,0,2021,10,1.8,1.6,0.8,1.0,1.4,0.0,0.2,0.0,Win
Georgia,Greece,FIFA World Cup qualification,0,2021,10,0.6,2.6,1.4,1.2,0.0,1.4,0.0,0.2,Loss
Lithuania,Bulgaria,FIFA World Cup qualification,0,2021,10,0.4,3.4,1.2,1.2,1.4,1.0,0.0,0.2,Win
Switzerland,Northern Ireland,FIFA World Cup qualification,0,2021,10,1.2,1.0,1.6,0.4,1.4,0.0,0.0,0.0,Win
Finland,Ukraine,FIFA World Cup qualification,0,2021,10,0.2,1.0,1.2,1.8,1.0,1.8,0.2,0.0,Loss
Kazakhstan,Bosnia and Herzegovina,FIFA World Cup qualification,0,2021,10,1.0,2.0,0.8,1.0,0.0,1.4,0.0,0.2,Loss
Scotland,Israel,FIFA World Cup qualification,0,2021,10,0.6,1.0,2.4,2.4,1.4,2.4,0.2,0.0,Win
Faroe Islands,Austria,FIFA World Cup qualification,0,2021,10,1.4,1.6,1.2,1.6,0.0,1.8,0.0,0.0,Loss
Moldova,Denmark,FIFA World Cup qualification,0,2021,10,0.4,1.4,2.2,0.6,0.0,2.2,0.0,0.0,Loss
Andorra,England,FIFA World Cup qualification,0,2021,10,0.8,2.0,2.4,0.6,0.0,2.2,0.0,0.2,Loss
Hungary,Albania,FIFA World Cup qualification,0,2021,10,1.0,1.8,1.6,1.4,0.0,2.0,0.0,0.0,Loss
Poland,San Marino,FIFA World Cup qualification,0,2021,10,3.0,1.4,0.4,5.0,2.2,0.0,0.0,0.0,Win
Ethiopia,South Africa,FIFA World Cup qualification,0,2021,10,0.8,1.0,0.8,0.0,1.8,1.0,0.4,0.0,Loss
Ghana,Zimbabwe,FIFA World Cup qualification,0,2021,10,0.8,0.6,0.6,1.4,1.4,1.8,0.0,0.2,Win
Togo,Congo,FIFA World Cup qualification,0,2021,10,0.6,1.2,0.6,1.4,1.4,1.0,0.0,0.2,Draw
Senegal,Namibia,FIFA World Cup qualification,0,2021,10,1.8,0.8,1.0,0.6,1.6,1.4,0.2,0.0,Win
Guinea,Sudan,FIFA World Cup qualification,1,2021,10,1.2,1.2,1.4,1.8,1.2,1.0,0.2,0.0,Draw
Curaçao,New Zealand,Friendly,1,2021,10,1.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,Loss
Gambia,Sierra Leone,Friendly,1,2021,10,0.8,0.4,0.5,0.25,0.0,0.0,0.0,0.0,Loss
Portugal,Qatar,Friendly,0,2021,10,2.0,1.0,1.0,2.2,0.0,0.0,0.0,0.0,Win
Uzbekistan,Malaysia,Friendly,1,2021,10,1.4,1.2,0.4,2.4,0.0,0.0,0.0,0.0,Win
Guam,Cambodia,AFC Asian Cup qualification,1,2021,10,0.0,4.333333333333333,0.3333333333333333,7.333333333333333,0.0,0.0,0.0,0.0,Loss
Morocco,Guinea-Bissau,FIFA World Cup qualification,0,2021,10,2.0,0.0,2.2,1.8,2.0,0.0,0.2,0.0,Win
Costa Rica,El Salvador,FIFA World Cup qualification,0,2021,10,0.2,0.4,0.2,1.0,1.6,1.6,0.2,0.0,Win
Jamaica,Canada,FIFA World Cup qualification,0,2021,10,0.4,1.8,1.4,1.0,0.0,0.0,0.0,0.0,Draw
Panama,United States,FIFA World Cup qualification,0,2021,10,1.4,0.6,1.6,0.4,2.0,0.0,0.4,0.0,Win
Mexico,Honduras,FIFA World Cup qualification,0,2021,10,1.0,0.8,0.4,1.6,1.4,0.0,0.4,0.0,Win
Zambia,Equatorial Guinea,FIFA World Cup qualification,0,2021,10,0.8,1.2,1.0,1.0,1.6,1.2,0.0,0.2,Draw
Mauritania,Tunisia,FIFA World Cup qualification,0,2021,10,0.8,1.2,1.8,0.4,0.0,0.0,0.0,0.0,Draw
Central African Republic,Nigeria,FIFA World Cup qualification,1,2021,10,0.4,1.8,0.8,1.2,0.0,1.4,0.0,0.2,Loss
Cape Verde,Liberia,FIFA World Cup qualification,0,2021,10,1.0,1.2,0.6,2.2,1.2,0.0,0.2,0.0,Win
Kenya,Mali,FIFA World Cup qualification,0,2021,10,0.8,1.6,1.4,0.4,0.0,1.8,0.0,0.4,Loss
Uganda,Rwanda,FIFA World Cup qualification,0,2021,10,0.8,1.0,1.6,0.6,1.2,0.0,0.0,0.0,Win
Benin,Tanzania,FIFA World Cup qualification,0,2021,10,1.0,0.8,1.4,0.8,0.0,1.6,0.0,0.2,Loss
Madagascar,DR Congo,FIFA World Cup qualification,0,2021,10,0.4,2.0,1.0,0.8,1.8,0.0,0.0,0.0,Win
Bolivia,Peru,FIFA World Cup qualification,0,2021,10,0.8,3.0,1.2,1.2,1.0,0.0,0.6,0.0,Win
Colombia,Brazil,FIFA World Cup qualification,0,2021,10,1.6,1.0,1.4,0.4,0.0,0.0,0.0,0.0,Draw
Venezuela,Ecuador,FIFA World Cup qualification,0,2021,10,0.6,2.0,1.0,0.8,1.2,1.8,0.2,0.0,Win
Argentina,Uruguay,FIFA World Cup qualification,0,2021,10,1.6,0.4,1.2,0.6,1.8,0.0,0.0,0.0,Win
Chile,Paraguay,FIFA World Cup qualification,0,2021,10,0.2,1.4,1.2,1.4,1.0,0.0,0.0,0.0,Win
Maldives,Sri Lanka,SAFF Cup,0,2021,10,0.6,2.2,0.8,2.4,0.0,0.0,0.0,0.0,Win
Nepal,India,SAFF Cup,1,2021,10,1.2,1.6,1.0,0.8,0.0,0.0,0.0,0.0,Loss
Italy,Belgium,UEFA Nations League,0,2021,10,1.6,0.8,2.4,1.4,1.6,2.2,0.0,0.2,Win
Spain,France,UEFA Nations League,1,2021,10,2.0,0.8,2.0,1.4,1.8,1.6,0.0,0.2,Loss
