home_team,away_team,tournament,is_neutral,year,month,home_roll_goals_for_5,home_roll_goals_against_5,away_roll_goals_for_5,away_roll_goals_against_5,home_roll_unique_scorers_5,away_roll_unique_scorers_5,home_roll_penalty_goals_5,away_roll_penalty_goals_5,home_result
Cape Verde,Comoros,Friendly,0,2023,10,1.4,1.8,0.8,1.6,0.0,0.0,0.0,0.0,Loss
Estonia,Thailand,Friendly,0,2023,10,0.2,3.2,1.4,2.6,0.0,0.0,0.0,0.0,Draw
France,Scotland,Friendly,0,2023,10,1.8,0.6,1.6,1.2,0.0,0.0,0.0,0.0,Win
Guinea,Gabon,Friendly,1,2023,10,1.6,2.0,1.0,1.2,0.0,0.0,0.0,0.0,Draw
Ivory Coast,South Africa,Friendly,0,2023,10,1.4,1.0,0.4,0.4,0.0,0.0,0.0,0.0,Draw
South Korea,Vietnam,Friendly,0,2023,10,1.2,0.4,0.8,0.8,0.0,0.0,0.0,0.0,Win
Libya,Niger,Friendly,1,2023,10,0.8,1.6,0.8,1.2,0.0,0.0,0.0,0.0,Draw
Mali,Saudi Arabia,Friendly,1,2023,10,1.8,0.2,1.0,2.0,0.0,0.0,0.0,0.0,Win
Mexico,Germany,Friendly,1,2023,10,2.2,1.0,1.2,1.8,0.0,0.0,0.0,0.0,Draw
North Macedonia,Armenia,Friendly,0,2023,10,1.0,2.6,1.4,1.4,0.0,0.0,0.0,0.0,Win
Somalia,Sierra Leone,Friendly,1,2023,10,0.4,2.2,1.6,1.6,0.0,0.0,0.0,0.0,Loss
Sudan,Chad,Friendly,1,2023,10,0.4,1.4,0.5,2.25,0.0,0.0,0.0,0.0,Win
Syria,Kuwait,Friendly,1,2023,10,1.2,1.0,1.4,1.2,0.0,0.0,0.0,0.0,Loss
United Arab Emirates,Lebanon,Friendly,0,2023,10,1.4,0.6,1.0,1.0,0.0,0.0,0.0,0.0,Win
United States,Ghana,Friendly,0,2023,10,2.2,1.2,1.2,1.0,0.0,0.0,0.0,0.0,Win
Zambia,Uganda,Friendly,1,2023,10,1.6,1.0,0.8,0.8,0.0,0.0,0.0,0.0,Win
Morocco,Liberia,African Cup of Nations qualification,0,2023,10,0.6,0.6,1.2,2.6,0.0,0.0,0.0,0.0,Win
England,Italy,UEFA Euro qualification,0,2023,10,3.2,0.4,2.2,1.2,2.6,1.8,0.8,0.2,Win
Malta,Ukraine,UEFA Euro qualification,0,2023,10,0.2,2.2,1.6,1.0,1.2,1.6,0.2,0.2,Loss
Serbia,Montenegro,UEFA Euro qualification,0,2023,10,1.8,1.6,1.6,1.8,1.0,1.4,0.0,0.0,Win
Lithuania,Hungary,UEFA Euro qualification,0,2023,10,1.2,1.6,1.4,0.6,1.2,2.0,0.0,0.0,Draw
Finland,Kazakhstan,UEFA Euro qualification,0,2023,10,1.8,0.8,1.2,0.8,1.8,1.8,0.0,0.4,Loss
Northern Ireland,Slovenia,UEFA Euro qualification,0,2023,10,1.0,1.4,2.4,1.0,0.0,2.4,0.0,0.2,Loss
San Marino,Denmark,UEFA Euro qualification,0,2023,10,0.0,4.0,2.0,0.4,1.0,1.8,0.0,0.0,Loss
United Arab Emirates,Kuwait,Friendly,0,2023,10,1.8,0.6,1.6,1.2,0.0,0.0,0.0,0.0,Win
Guatemala,Jamaica,Friendly,1,2023,11,1.0,1.4,2.0,1.6,0.0,0.0,0.0,0.0,Draw
Kosovo,Israel,UEFA Euro qualification,0,2023,11,1.2,1.2,1.2,1.2,1.2,0.0,0.2,0.0,Win
Ethiopia,Sierra Leone,FIFA World Cup qualification,1,2023,11,0.8,1.2,1.6,1.2,0.0,0.0,0.0,0.0,Draw
DR Congo,Mauritania,FIFA World Cup qualification,0,2023,11,1.0,0.4,1.8,1.0,1.8,0.0,0.4,0.0,Win
Rwanda,Zimbabwe,FIFA World Cup qualification,0,2023,11,0.6,1.2,0.8,1.0,0.0,0.0,0.0,0.0,Draw
Equatorial Guinea,Namibia,FIFA World Cup qualification,0,2023,11,1.4,0.6,0.8,1.2,0.0,0.0,0.0,0.0,Loss
Belgium,Serbia,Friendly,0,2023,11,2.6,0.6,1.8,1.4,0.0,0.0,0.0,0.0,Win
Israel,Switzerland,UEFA Euro qualification,1,2023,11,1.2,0.8,2.4,1.6,1.4,2.2,0.2,0.2,Draw
Sint Maarten,Guadeloupe,CONCACAF Nations League,1,2023,11,1.0,3.2,2.2,1.2,0.0,0.0,0.0,0.0,Loss
Saint Kitts and Nevis,Saint Lucia,CONCACAF Nations League,0,2023,11,0.8,2.4,2.0,1.4,0.0,0.0,0.0,0.0,Draw
United States Virgin Islands,Aruba,CONCACAF Nations League,0,2023,11,1.0,2.0,2.0,1.4,0.0,0.0,0.0,0.0,Loss
British Virgin Islands,Dominica,CONCACAF Nations League,0,2023,11,1.4,2.6,1.2,1.2,0.0,0.0,0.0,0.0,Loss
Costa Rica,Panama,CONCACAF Nations League,0,2023,11,2.0,2.2,2.2,0.6,0.0,0.0,0.0,0.0,Loss
United States,Trinidad and Tobago,CONCACAF Nations League,0,2023,11,2.6,0.8,2.0,3.0,0.0,0.0,0.0,0.0,Win
Bolivia,Peru,FIFA World Cup qualification,0,2023,11,0.6,2.6,0.2,1.8,1.4,0.0,0.0,0.0,Win
Venezuela,Ecuador,FIFA World Cup qualification,0,2023,11,1.2,0.4,1.4,0.8,0.0,0.0,0.0,0.0,Draw
Colombia,Brazil,FIFA World Cup qualification,0,2023,11,1.0,0.4,1.8,1.6,1.8,2.0,0.4,0.2,Win
Argentina,Uruguay,FIFA World Cup qualification,0,2023,11,1.8,0.0,2.0,1.0,0.0,1.6,0.0,0.2,Loss
Chile,Paraguay,FIFA World Cup qualification,0,2023,11,0.6,1.2,0.6,0.4,0.0,0.0,0.0,0.0,Draw
Qatar,Afghanistan,FIFA World Cup qualification,0,2023,11,0.6,1.4,0.8,0.6,1.2,1.0,0.2,0.0,Win
Kuwait,India,FIFA World Cup qualification,0,2023,11,1.4,1.4,0.8,1.0,0.0,1.0,0.0,0.0,Loss
Japan,Myanmar,FIFA World Cup qualification,0,2023,11,4.4,1.0,1.6,0.2,1.4,0.0,0.0,0.0,Win
Syria,North Korea,FIFA World Cup qualification,1,2023,11,0.8,1.2,0.0,0.0,1.6,0.0,0.2,0.0,Win
Thailand,China,FIFA World Cup qualification,0,2023,11,1.2,2.4,1.2,0.8,1.6,1.2,0.2,0.4,Loss
South Korea,Singapore,FIFA World Cup qualification,0,2023,11,2.4,0.2,1.4,1.0,1.6,0.0,0.0,0.0,Win
Oman,Taiwan,FIFA World Cup qualification,0,2023,11,1.2,1.2,2.4,1.2,1.6,0.0,0.4,0.0,Win
Malaysia,Kyrgyzstan,FIFA World Cup qualification,0,2023,11,3.8,0.8,0.8,2.0,1.2,2.8,0.4,0.4,Win
Iran,Hong Kong,FIFA World Cup qualification,0,2023,11,3.4,0.4,3.0,0.8,1.4,0.0,0.2,0.0,Win
Turkmenistan,Uzbekistan,FIFA World Cup qualification,0,2023,11,0.4,1.6,1.4,1.6,2.2,2.0,0.0,0.4,Loss
Iraq,Indonesia,FIFA World Cup qualification,0,2023,11,0.8,1.4,2.8,0.4,1.2,2.4,0.2,0.4,Win
Philippines,Vietnam,FIFA World Cup qualification,0,2023,11,1.2,1.2,0.6,2.0,0.0,1.6,0.0,0.0,Loss
Tajikistan,Jordan,FIFA World Cup qualification,0,2023,11,1.2,1.8,1.8,2.4,2.2,2.4,0.2,0.4,Draw
Saudi Arabia,Pakistan,FIFA World Cup qualification,0,2023,11,1.0,2.2,0.2,1.8,1.2,0.0,0.2,0.0,Win
United Arab Emirates,Nepal,FIFA World Cup qualification,0,2023,11,1.8,0.4,0.6,0.4,1.4,0.0,0.2,0.0,Win
Yemen,Bahrain,FIFA World Cup qualification,1,2023,11,1.2,2.2,1.2,0.8,0.0,2.2,0.0,0.6,Loss
Lebanon,Palestine,FIFA World Cup qualification,1,2023,11,1.0,1.4,0.6,1.4,0.0,0.0,0.0,0.0,Draw
Australia,Bangladesh,FIFA World Cup qualification,0,2023,11,1.0,1.4,0.8,0.8,1.2,0.0,0.0,0.0,Win
Egypt,Djibouti,FIFA World Cup qualification,0,2023,11,1.4,0.8,2.0,2.8,1.4,0.0,0.2,0.0,Win
Sudan,Togo,FIFA World Cup qualification,1,2023,11,0.6,1.2,1.6,0.8,1.2,1.4,0.2,0.0,Draw
Nigeria,Lesotho,FIFA World Cup qualification,0,2023,11,3.0,1.2,0.8,1.4,1.6,1.6,0.2,0.0,Draw
Cape Verde,Angola,FIFA World Cup qualification,0,2023,11,1.4,2.2,1.0,1.4,0.0,0.0,0.0,0.0,Draw
Burundi,Gambia,FIFA World Cup qualification,1,2023,11,1.2,2.8,1.2,1.2,1.0,1.0,0.2,0.2,Win
Gabon,Kenya,FIFA World Cup qualification,0,2023,11,0.6,1.2,1.0,1.0,1.2,1.4,0.0,0.2,Win
Botswana,Mozambique,FIFA World Cup qualification,0,2023,11,0.8,1.2,1.4,1.4,2.0,1.2,0.2,0.2,Loss
Algeria,Somalia,FIFA World Cup qualification,0,2023,11,1.6,0.6,0.4,2.4,1.8,1.0,0.0,0.0,Win
Curaçao,El Salvador,Friendly,0,2023,11,1.4,1.6,0.8,1.6,0.0,0.0,0.0,0.0,Draw
Norway,Faroe Islands,Friendly,0,2023,11,3.0,0.6,0.2,1.8,0.0,0.0,0.0,0.0,Win
Cyprus,Spain,UEFA Euro qualification,0,2023,11,0.2,4.0,3.2,0.2,1.0,3.0,0.2,0.0,Loss
Georgia,Scotland,UEFA Euro qualification,0,2023,11,2.8,2.2,1.4,1.8,1.8,2.0,0.2,0.0,Draw
Estonia,Austria,UEFA Euro qualification,0,2023,11,0.2,3.2,1.8,1.0,0.0,1.4,0.0,0.6,Loss
Azerbaijan,Sweden,UEFA Euro qualification,0,2023,11,1.0,0.8,2.0,1.4,1.8,0.0,0.2,0.0,Win
Bulgaria,Hungary,UEFA Euro qualification,0,2023,11,0.4,1.6,1.8,1.0,1.8,2.2,0.0,0.2,Draw
Montenegro,Lithuania,UEFA Euro qualification,0,2023,11,1.8,2.4,1.4,1.8,1.4,0.0,0.0,0.0,Win
Liechtenstein,Portugal,UEFA Euro qualification,0,2023,11,0.2,2.4,3.8,0.4,0.0,2.8,0.0,0.4,Loss
Luxembourg,Bosnia and Herzegovina,UEFA Euro qualification,0,2023,11,1.2,2.4,0.8,1.8,1.8,1.6,0.2,0.0,Win
Slovakia,Iceland,UEFA Euro qualification,0,2023,11,1.4,0.8,1.4,1.0,1.8,1.4,0.0,0.4,Win
Montserrat,Dominican Republic,CONCACAF Nations League,0,2023,11,0.6,2.2,2.6,1.8,0.0,0.0,0.0,0.0,Win
Barbados,Nicaragua,CONCACAF Nations League,0,2023,11,1.4,3.8,2.6,0.6,0.0,0.0,0.0,0.0,Loss
Bermuda,Saint Vincent and the Grenadines,CONCACAF Nations League,0,2023,11,1.2,1.6,2.0,2.4,0.0,0.0,0.0,0.0,Win
Belize,French Guiana,CONCACAF Nations League,0,2023,11,0.8,1.2,1.6,1.2,0.0,0.0,0.0,0.0,Win
Honduras,Mexico,CONCACAF Nations League,0,2023,11,1.6,0.2,2.0,1.4,0.0,0.0,0.0,0.0,Win
Burkina Faso,Guinea-Bissau,FIFA World Cup qualification,1,2023,11,0.6,1.0,0.8,0.6,1.4,1.4,0.0,0.2,Draw
Eswatini,Libya,FIFA World Cup qualification,1,2023,11,0.8,1.0,1.0,1.2,0.0,1.2,0.0,0.2,Loss
Cameroon,Mauritius,FIFA World Cup qualification,0,2023,11,1.2,1.2,1.0,0.8,1.8,0.0,0.0,0.0,Win
Zambia,Congo,FIFA World Cup qualification,0,2023,11,1.4,0.6,0.8,1.6,1.6,1.0,0.2,0.2,Win
Ivory Coast,Seychelles,FIFA World Cup qualification,0,2023,11,1.0,1.0,0.4,2.2,2.2,0.0,0.2,0.0,Win
Guinea,Uganda,FIFA World Cup qualification,1,2023,11,1.2,1.8,0.6,1.4,1.2,1.2,0.0,0.0,Win
Liberia,Malawi,FIFA World Cup qualification,0,2023,11,1.2,2.6,1.4,0.6,0.0,1.0,0.0,0.2,Loss
Tunisia,São Tomé and Príncipe,FIFA World Cup qualification,0,2023,11,1.4,1.4,0.4,4.2,1.8,0.0,0.0,0.0,Win
Comoros,Central African Republic,FIFA World Cup qualification,0,2023,11,1.2,1.8,1.6,1.0,1.2,1.2,0.0,0.0,Win
Ghana,Madagascar,FIFA World Cup qualification,0,2023,11,1.0,1.6,1.6,1.0,1.6,0.0,0.0,0.0,Win
Mali,Chad,FIFA World Cup qualification,0,2023,11,2.0,0.4,0.4,2.0,1.6,1.0,0.6,0.2,Win
Greece,New Zealand,Friendly,0,2023,11,1.4,1.0,0.8,1.6,0.0,0.0,0.0,0.0,Win
England,Malta,UEFA Euro qualification,0,2023,11,3.0,0.6,0.4,2.0,2.6,0.0,0.8,0.0,Win
Italy,North Macedonia,UEFA Euro qualification,0,2023,11,2.2,1.4,1.2,2.2,1.8,2.2,0.0,0.2,Win
Moldova,Albania,UEFA Euro qualification,0,2023,11,1.4,1.4,2.2,0.4,1.2,2.0,0.2,0.0,Draw
Poland,Czech Republic,UEFA Euro qualification,0,2023,11,1.4,1.2,1.4,1.2,1.4,1.6,0.2,0.2,Draw
Finland,Northern Ireland,UEFA Euro qualification,0,2023,11,1.6,1.2,1.0,1.4,1.8,0.0,0.0,0.0,Win
Denmark,Slovenia,UEFA Euro qualification,0,2023,11,2.2,0.6,2.6,0.6,2.0,2.2,0.0,0.2,Win
Kazakhstan,San Marino,UEFA Euro qualification,0,2023,11,1.0,1.0,0.2,3.8,1.4,1.0,0.4,0.0,Win
Papua New Guinea,Tuvalu,Pacific Games,1,2023,11,0.8,3.8,0.0,0.0,0.0,0.0,0.0,0.0,Win
Solomon Islands,Samoa,Pacific Games,0,2023,11,1.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,Win
Antigua and Barbuda,Puerto Rico,CONCACAF Nations League,0,2023,11,1.4,3.6,2.6,1.8,0.0,0.0,0.0,0.0,Loss
Anguilla,Bonaire,CONCACAF Nations League,0,2023,11,0.2,4.0,1.4,2.0,0.0,0.0,0.0,0.0,Loss
Jamaica,Canada,CONCACAF Nations League,0,2023,11,2.0,1.0,1.8,2.0,0.0,0.0,0.0,0.0,Loss
Senegal,South Sudan,FIFA World Cup qualification,0,2023,11,1.4,1.0,0.6,2.2,2.4,0.0,0.2,0.0,Win
South Africa,Benin,FIFA World Cup qualification,0,2023,11,0.4,0.2,1.2,1.6,1.4,1.2,0.0,0.0,Win
Niger,Tanzania,FIFA World Cup qualification,1,2023,11,0.8,1.0,0.6,0.4,0.0,1.4,0.0,0.2,Loss
Germany,Turkey,Friendly,0,2023,11,1.6,2.0,2.0,1.0,0.0,0.0,0.0,0.0,Loss
France,Gibraltar,UEFA Euro qualification,0,2023,11,2.0,0.8,0.0,3.4,1.6,0.0,0.4,0.0,Win
Netherlands,Republic of Ireland,UEFA Euro qualification,0,2023,11,1.8,1.2,1.6,1.2,1.8,0.0,0.4,0.0,Win
Armenia,Wales,UEFA Euro qualification,0,2023,11,0.8,1.6,1.6,0.6,1.6,1.4,0.2,0.2,Draw
Latvia,Croatia,UEFA Euro qualification,0,2023,11,0.6,2.6,1.4,0.6,0.0,2.2,0.0,0.4,Loss
Belarus,Andorra,UEFA Euro qualification,1,2023,11,1.0,1.0,0.2,2.4,1.6,0.0,0.0,0.0,Win
Switzerland,Kosovo,UEFA Euro qualification,0,2023,11,2.2,1.6,1.4,1.2,2.0,1.2,0.2,0.2,Draw
Israel,Romania,UEFA Euro qualification,1,2023,11,1.0,0.8,1.8,0.6,1.4,2.0,0.2,0.2,Loss
New Caledonia,Tonga,Pacific Games,1,2023,11,2.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,Win
Fiji,Northern Mariana Islands,Pacific Games,1,2023,11,0.8,1.4,0.0,0.0,0.0,0.0,0.0,0.0,Win
Guadeloupe,Saint Kitts and Nevis,CONCACAF Nations League,0,2023,11,2.2,0.6,0.8,1.4,0.0,0.0,0.0,0.0,Win
Saint Lucia,Sint Maarten,CONCACAF Nations League,0,2023,11,1.8,0.8,0.8,2.8,0.0,0.0,0.0,0.0,Loss
Sierra Leone,Egypt,FIFA World Cup qualification,1,2023,11,1.2,1.2,2.0,0.8,0.0,1.6,0.0,0.2,Loss
Sudan,DR Congo,FIFA World Cup qualification,1,2023,11,0.6,1.4,1.0,0.4,1.2,0.0,0.4,0.0,Win
Zimbabwe,Nigeria,FIFA World Cup qualification,1,2023,11,0.6,0.8,3.0,1.4,1.6,1.6,0.2,0.2,Draw
Burundi,Gabon,FIFA World Cup qualification,1,2023,11,1.8,2.4,0.8,1.4,1.4,1.4,0.2,0.0,Loss
Mozambique,Algeria,FIFA World Cup qualification,0,2023,11,2.0,1.6,2.0,0.6,0.0,1.6,0.0,0.0,Loss
Cyprus,Lithuania,Friendly,0,2023,11,0.2,4.0,1.4,1.8,0.0,0.0,0.0,0.0,Win
Scotland,Norway,UEFA Euro qualification,0,2023,11,1.4,2.2,2.8,0.4,2.0,1.8,0.0,0.4,Draw
Spain,Georgia,UEFA Euro qualification,0,2023,11,3.8,0.4,3.2,2.2,3.2,1.8,0.0,0.2,Win
Belgium,Azerbaijan,UEFA Euro qualification,0,2023,11,2.2,0.6,1.4,0.6,2.0,0.0,0.2,0.0,Win
Sweden,Estonia,UEFA Euro qualification,0,2023,11,2.0,1.6,0.2,3.0,2.6,0.0,0.0,0.0,Win
Hungary,Montenegro,UEFA Euro qualification,0,2023,11,1.8,1.4,2.0,1.6,2.0,1.6,0.2,0.0,Win
Serbia,Bulgaria,UEFA Euro qualification,0,2023,11,1.6,1.4,0.6,1.8,1.2,1.2,0.0,0.2,Draw
Portugal,Iceland,UEFA Euro qualification,0,2023,11,4.0,0.4,1.8,1.6,3.0,0.0,0.4,0.0,Win
Bosnia and Herzegovina,Slovakia,UEFA Euro qualification,0,2023,11,1.0,2.2,2.0,1.2,1.6,2.0,0.0,0.2,Loss
Liechtenstein,Luxembourg,UEFA Euro qualification,0,2023,11,0.2,2.6,1.6,2.6,0.0,2.2,0.0,0.4,Loss
Montserrat,Barbados,CONCACAF Nations League,0,2023,11,1.0,2.4,1.0,4.4,0.0,0.0,0.0,0.0,Win
Aruba,Cayman Islands,CONCACAF Nations League,0,2023,11,2.2,1.6,1.2,2.6,0.0,0.0,0.0,0.0,Win
Dominica,Turks and Caicos Islands,CONCACAF Nations League,1,2023,11,1.4,1.2,1.2,1.8,0.0,0.0,0.0,0.0,Win
Panama,Costa Rica,CONCACAF Nations League,0,2023,11,2.4,0.4,2.0,2.8,0.0,0.0,0.0,0.0,Win
Trinidad and Tobago,United States,CONCACAF Nations League,0,2023,11,2.0,2.4,3.0,0.6,0.0,0.0,0.0,0.0,Win
Djibouti,Guinea-Bissau,FIFA World Cup qualification,1,2023,11,1.6,2.6,0.8,0.8,0.0,1.4,0.0,0.2,Loss
Gambia,Ivory Coast,FIFA World Cup qualification,1,2023,11,1.6,1.8,2.4,1.0,0.0,3.2,0.0,0.6,Loss
Seychelles,Kenya,FIFA World Cup qualification,1,2023,11,0.4,3.4,1.0,1.4,0.0,1.4,0.0,0.2,Loss
Liberia,Equatorial Guinea,FIFA World Cup qualification,0,2023,11,0.8,2.4,1.0,1.2,0.0,0.0,0.0,0.0,Win
Mali,Central African Republic,FIFA World Cup qualification,0,2023,11,2.6,0.4,1.8,1.6,1.6,1.2,0.6,0.0,Draw
Chad,Madagascar,FIFA World Cup qualification,1,2023,11,0.6,2.0,0.8,0.8,0.0,1.6,0.0,0.0,Loss
Curaçao,El Salvador,Friendly,0,2023,11,1.4,1.6,0.6,1.4,0.0,0.0,0.0,0.0,Draw
Russia,Cuba,Friendly,0,2023,11,1.4,0.8,0.6,1.6,0.0,0.0,0.0,0.0,Win
North Macedonia,England,UEFA Euro qualification,0,2023,11,1.6,1.8,2.0,0.6,1.6,2.6,0.2,0.8,Draw
Ukraine,Italy,UEFA Euro qualification,1,2023,11,1.6,0.8,2.6,1.4,0.0,0.0,0.0,0.0,Draw
Albania,Faroe Islands,UEFA Euro qualification,0,2023,11,1.8,0.4,0.0,1.6,0.0,0.0,0.0,0.0,Draw
Czech Republic,Moldova,UEFA Euro qualification,0,2023,11,0.8,1.2,1.0,1.2,1.6,0.0,0.2,0.0,Win
Northern Ireland,Denmark,UEFA Euro qualification,0,2023,11,1.0,2.0,2.4,0.6,1.8,0.0,0.0,0.0,Win
San Marino,Finland,UEFA Euro qualification,0,2023,11,0.4,3.2,1.2,1.2,1.0,2.4,0.0,0.2,Loss
Slovenia,Kazakhstan,UEFA Euro qualification,0,2023,11,2.6,0.8,1.4,1.2,2.2,1.2,0.2,0.4,Win
Tuvalu,Vanuatu,Pacific Games,1,2023,11,0.0,3.0,0.6,1.6,0.0,0.0,0.0,0.0,Loss
Samoa,American Samoa,Pacific Games,1,2023,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Win
Nicaragua,Dominican Republic,CONCACAF Nations League,0,2023,11,3.4,0.2,2.8,1.2,0.0,0.0,0.0,0.0,Draw
French Guiana,Bermuda,CONCACAF Nations League,1,2023,11,1.4,1.2,1.6,1.2,0.0,0.0,0.0,0.0,Win
Saint Vincent and the Grenadines,Belize,CONCACAF Nations League,0,2023,11,2.0,2.8,1.0,0.8,0.0,0.0,0.0,0.0,Win
Guyana,Antigua and Barbuda,CONCACAF Nations League,1,2023,11,2.8,1.4,1.8,3.2,0.0,0.0,0.0,0.0,Win
Puerto Rico,Bahamas,CONCACAF Nations League,0,2023,11,3.2,1.8,1.4,3.2,0.0,0.0,0.0,0.0,Win
Bonaire,Saint Martin,CONCACAF Nations League,0,2023,11,1.6,2.0,4.0,1.2,0.0,0.0,0.0,0.0,Loss
Canada,Jamaica,CONCACAF Nations League,0,2023,11,1.8,1.8,2.0,1.4,0.0,0.0,0.0,0.0,Loss
Mexico,Honduras,CONCACAF Nations League,0,2023,11,1.8,1.8,2.0,0.2,0.0,0.0,0.0,0.0,Win
Ecuador,Chile,FIFA World Cup qualification,0,2023,11,0.8,0.6,0.6,1.2,1.2,0.0,0.2,0.0,Win
Paraguay,Colombia,FIFA World Cup qualification,0,2023,11,0.2,0.4,1.0,0.6,0.0,1.6,0.0,0.2,Loss
Uruguay,Bolivia,FIFA World Cup qualification,0,2023,11,2.0,1.0,0.8,2.2,1.8,0.0,0.2,0.0,Win
Peru,Venezuela,FIFA World Cup qualification,0,2023,11,0.0,1.4,1.0,0.4,1.8,1.6,0.0,0.2,Draw
Brazil,Argentina,FIFA World Cup qualification,0,2023,11,1.6,1.2,1.4,0.4,0.0,1.6,0.0,0.2,Loss
India,Qatar,FIFA World Cup qualification,0,2023,11,0.8,0.8,2.0,1.6,0.0,1.8,0.0,0.6,Loss
Afghanistan,Kuwait,FIFA World Cup qualification,1,2023,11,1.0,2.2,1.2,1.4,0.0,3.6,0.0,0.2,Loss
Myanmar,North Korea,FIFA World Cup qualification,0,2023,11,1.2,1.2,0.0,1.0,2.0,1.2,0.0,0.0,Loss
Syria,Japan,FIFA World Cup qualification,1,2023,11,1.0,1.0,4.2,1.0,0.0,1.8,0.0,0.0,Loss
China,South Korea,FIFA World Cup qualification,0,2023,11,1.2,1.0,3.2,0.0,0.0,2.2,0.0,0.2,Loss
Singapore,Thailand,FIFA World Cup qualification,0,2023,11,1.2,1.8,1.2,2.8,1.6,1.4,0.0,0.0,Loss
Taiwan,Malaysia,FIFA World Cup qualification,0,2023,11,1.8,1.4,4.2,1.4,0.0,1.6,0.0,0.4,Loss
Kyrgyzstan,Oman,FIFA World Cup qualification,0,2023,11,1.2,1.8,1.6,1.0,2.6,0.0,0.2,0.0,Win
Uzbekistan,Iran,FIFA World Cup qualification,0,2023,11,2.0,1.6,3.0,0.2,2.0,1.8,0.4,0.2,Draw
Hong Kong,Turkmenistan,FIFA World Cup qualification,0,2023,11,3.0,1.4,0.4,2.0,1.6,2.0,0.2,0.0,Draw
Philippines,Indonesia,FIFA World Cup qualification,0,2023,11,0.8,1.0,3.0,1.4,2.4,2.4,0.0,0.4,Draw
Vietnam,Iraq,FIFA World Cup qualification,0,2023,11,0.8,2.0,1.8,1.2,0.0,1.8,0.0,0.2,Loss
Pakistan,Tajikistan,FIFA World Cup qualification,0,2023,11,0.2,1.8,1.2,1.6,1.0,2.0,0.4,0.0,Loss
Jordan,Saudi Arabia,FIFA World Cup qualification,0,2023,11,1.2,2.6,1.6,1.8,0.0,1.6,0.0,0.4,Loss
Bahrain,United Arab Emirates,FIFA World Cup qualification,0,2023,11,1.4,0.8,2.6,0.4,0.0,1.6,0.0,0.4,Loss
Nepal,Yemen,FIFA World Cup qualification,0,2023,11,0.4,1.2,1.2,2.2,0.0,1.6,0.0,0.0,Loss
Palestine,Australia,FIFA World Cup qualification,1,2023,11,0.2,1.2,2.2,1.0,0.0,1.6,0.0,0.0,Loss
Bangladesh,Lebanon,FIFA World Cup qualification,0,2023,11,0.8,2.0,1.0,1.4,1.2,1.4,0.0,0.0,Draw
Ethiopia,Burkina Faso,FIFA World Cup qualification,1,2023,11,0.8,0.8,0.6,0.6,0.0,1.4,0.0,0.0,Loss
South Sudan,Mauritania,FIFA World Cup qualification,1,2023,11,0.6,2.8,1.6,1.2,0.0,0.0,0.0,0.0,Draw
Togo,Senegal,FIFA World Cup qualification,0,2023,11,1.8,0.8,2.0,0.8,0.0,0.0,0.0,0.0,Draw
Lesotho,Benin,FIFA World Cup qualification,1,2023,11,0.8,1.6,1.2,1.8,0.0,0.0,0.0,0.0,Draw
Rwanda,South Africa,FIFA World Cup qualification,0,2023,11,0.6,1.0,0.8,0.4,2.2,0.0,0.0,0.0,Win
Eswatini,Cape Verde,FIFA World Cup qualification,1,2023,11,0.4,1.0,1.4,2.2,0.0,1.2,0.0,0.0,Loss
Libya,Cameroon,FIFA World Cup qualification,0,2023,11,1.2,1.0,1.6,0.8,1.2,2.2,0.2,0.0,Draw
Mauritius,Angola,FIFA World Cup qualification,0,2023,11,1.0,1.2,0.2,1.0,0.0,0.0,0.0,0.0,Draw
Niger,Zambia,FIFA World Cup qualification,1,2023,11,0.8,1.0,1.8,0.8,2.2,1.8,0.4,0.2,Win
Tanzania,Morocco,FIFA World Cup qualification,0,2023,11,0.6,0.4,1.2,0.6,0.0,1.8,0.0,0.0,Loss
Somalia,Uganda,FIFA World Cup qualification,1,2023,11,0.4,2.6,0.8,1.6,0.0,1.0,0.0,0.0,Loss
Botswana,Guinea,FIFA World Cup qualification,0,2023,11,1.0,1.8,1.4,1.6,1.8,0.0,0.0,0.0,Win
Malawi,Tunisia,FIFA World Cup qualification,0,2023,11,1.2,0.6,2.2,1.2,0.0,2.0,0.0,0.0,Loss
São Tomé and Príncipe,Namibia,FIFA World Cup qualification,1,2023,11,0.4,3.0,1.0,0.6,0.0,1.0,0.0,0.0,Loss
Comoros,Ghana,FIFA World Cup qualification,0,2023,11,1.8,2.0,1.2,1.6,1.8,0.0,0.0,0.0,Win
Austria,Germany,Friendly,0,2023,11,1.8,1.0,2.0,2.2,0.0,0.0,0.0,0.0,Win
Poland,Latvia,Friendly,0,2023,11,1.2,0.8,0.4,2.6,0.0,0.0,0.0,0.0,Win
Republic of Ireland,New Zealand,Friendly,0,2023,11,1.0,1.4,0.8,2.0,0.0,0.0,0.0,0.0,Draw
Gibraltar,Netherlands,UEFA Euro qualification,1,2023,11,0.0,5.6,1.6,0.6,0.0,1.6,0.0,0.4,Loss
Greece,France,UEFA Euro qualification,0,2023,11,1.8,0.8,4.6,0.8,2.6,3.4,0.2,0.6,Draw
Wales,Turkey,UEFA Euro qualification,0,2023,11,1.8,0.4,2.2,1.4,1.4,2.0,0.2,0.0,Draw
