home_team,away_team,tournament,is_neutral,year,month,home_result
Germany,Portugal,UEFA Euro,0,2021,6,Win
Libya,Sudan,Arab Cup qualification,1,2021,6,Loss
Italy,Wales,UEFA Euro,0,2021,6,Win
Switzerland,Turkey,UEFA Euro,1,2021,6,Win
Venezuela,Ecuador,Copa América,1,2021,6,Draw
Colombia,Peru,Copa América,1,2021,6,Loss
Oman,Somalia,Arab Cup qualification,1,2021,6,Win
Denmark,Russia,UEFA Euro,0,2021,6,Win
Finland,Belgium,UEFA Euro,1,2021,6,Loss
Netherlands,North Macedonia,UEFA Euro,0,2021,6,Win
Ukraine,Austria,UEFA Euro,1,2021,6,Loss
Uruguay,Chile,Copa América,1,2021,6,Draw
Argentina,Paraguay,Copa América,1,2021,6,Win
Scotland,Croatia,UEFA Euro,0,2021,6,Loss
England,Czech Republic,UEFA Euro,0,2021,6,Win
Mauritania,Yemen,Arab Cup qualification,1,2021,6,Win
Spain,Slovakia,UEFA Euro,0,2021,6,Win
Sweden,Poland,UEFA Euro,1,2021,6,Win
Germany,Hungary,UEFA Euro,0,2021,6,Draw
Portugal,France,UEFA Euro,1,2021,6,Draw
Ecuador,Peru,Copa América,1,2021,6,Draw
Brazil,Colombia,Copa América,0,2021,6,Win
Lebanon,Djibouti,Arab Cup qualification,1,2021,6,Win
Bolivia,Uruguay,Copa América,1,2021,6,Loss
Chile,Paraguay,Copa América,1,2021,6,Loss
Palestine,Comoros,Arab Cup qualification,1,2021,6,Win
Bahrain,Kuwait,Arab Cup qualification,1,2021,6,Win
Italy,Austria,UEFA Euro,1,2021,6,Win
Wales,Denmark,UEFA Euro,1,2021,6,Loss
Netherlands,Czech Republic,UEFA Euro,1,2021,6,Loss
Belgium,Portugal,UEFA Euro,1,2021,6,Win
Brazil,Ecuador,Copa América,0,2021,6,Draw
Venezuela,Peru,Copa América,1,2021,6,Loss
El Salvador,Guatemala,Friendly,1,2021,6,Draw
Croatia,Spain,UEFA Euro,1,2021,6,Loss
France,Switzerland,UEFA Euro,1,2021,6,Draw
Argentina,Bolivia,Copa América,1,2021,6,Win
Uruguay,Paraguay,Copa América,1,2021,6,Win
England,Germany,UEFA Euro,0,2021,6,Win
Sweden,Ukraine,UEFA Euro,1,2021,6,Loss
Mexico,Panama,Friendly,1,2021,6,Win
Switzerland,Spain,UEFA Euro,1,2021,7,Draw
Belgium,Italy,UEFA Euro,1,2021,7,Loss
Peru,Paraguay,Copa América,1,2021,7,Draw
Brazil,Chile,Copa América,0,2021,7,Win
Haiti,Saint Vincent and the Grenadines,Gold Cup qualification,1,2021,7,Win
Trinidad and Tobago,Montserrat,Gold Cup qualification,1,2021,7,Win
Bermuda,Barbados,Gold Cup qualification,1,2021,7,Win
Czech Republic,Denmark,UEFA Euro,1,2021,7,Loss
Ukraine,England,UEFA Euro,1,2021,7,Loss
Mexico,Nigeria,Friendly,1,2021,7,Win
Uruguay,Colombia,Copa América,1,2021,7,Draw
Argentina,Ecuador,Copa América,1,2021,7,Win
Guatemala,Guyana,Gold Cup qualification,1,2021,7,Win
Cuba,French Guiana,Gold Cup qualification,1,2021,7,Loss
Guadeloupe,Bahamas,Gold Cup qualification,1,2021,7,Win
Qatar,El Salvador,Friendly,1,2021,7,Win
Brazil,Peru,Copa América,0,2021,7,Win
Argentina,Colombia,Copa América,1,2021,7,Draw
Italy,Spain,UEFA Euro,1,2021,7,Draw
Haiti,Bermuda,Gold Cup qualification,1,2021,7,Win
Guatemala,Guadeloupe,Gold Cup qualification,1,2021,7,Draw
Trinidad and Tobago,French Guiana,Gold Cup qualification,1,2021,7,Draw
Eswatini,Lesotho,COSAFA Cup,1,2021,7,Win
South Africa,Botswana,COSAFA Cup,0,2021,7,Win
England,Denmark,UEFA Euro,0,2021,7,Win
Mozambique,Zimbabwe,COSAFA Cup,1,2021,7,Draw
Senegal,Namibia,COSAFA Cup,1,2021,7,Loss
Zambia,Lesotho,COSAFA Cup,1,2021,7,Loss
South Africa,Eswatini,COSAFA Cup,0,2021,7,Win
Peru,Colombia,Copa América,1,2021,7,Loss
Malawi,Zimbabwe,COSAFA Cup,1,2021,7,Draw
Senegal,Mozambique,COSAFA Cup,1,2021,7,Win
Brazil,Argentina,Copa América,0,2021,7,Loss
Lesotho,Botswana,COSAFA Cup,1,2021,7,Loss
Zambia,Eswatini,COSAFA Cup,1,2021,7,Loss
Mexico,Trinidad and Tobago,Gold Cup,1,2021,7,Draw
England,Italy,UEFA Euro,0,2021,7,Draw
Namibia,Zimbabwe,COSAFA Cup,1,2021,7,Win
Mozambique,Malawi,COSAFA Cup,1,2021,7,Win
El Salvador,Guatemala,Gold Cup,1,2021,7,Win
Canada,Martinique,Gold Cup,1,2021,7,Win
United States,Haiti,Gold Cup,0,2021,7,Win
Jamaica,Suriname,Gold Cup,1,2021,7,Win
Costa Rica,Guadeloupe,Gold Cup,1,2021,7,Win
Botswana,Zambia,COSAFA Cup,1,2021,7,Loss
South Africa,Lesotho,COSAFA Cup,0,2021,7,Win
Senegal,Zimbabwe,COSAFA Cup,1,2021,7,Win
Malawi,Namibia,COSAFA Cup,1,2021,7,Draw
Qatar,Panama,Gold Cup,1,2021,7,Draw
Honduras,Grenada,Gold Cup,1,2021,7,Win
South Africa,Zambia,COSAFA Cup,0,2021,7,Draw
Eswatini,Botswana,COSAFA Cup,1,2021,7,Draw
Mozambique,Namibia,COSAFA Cup,1,2021,7,Win
Senegal,Malawi,COSAFA Cup,1,2021,7,Win
Trinidad and Tobago,El Salvador,Gold Cup,1,2021,7,Loss
Guatemala,Mexico,Gold Cup,1,2021,7,Loss
Haiti,Canada,Gold Cup,1,2021,7,Loss
United States,Martinique,Gold Cup,0,2021,7,Win
Senegal,Eswatini,COSAFA Cup,1,2021,7,Draw
South Africa,Mozambique,COSAFA Cup,0,2021,7,Win
Guadeloupe,Jamaica,Gold Cup,1,2021,7,Loss
Suriname,Costa Rica,Gold Cup,1,2021,7,Loss
Grenada,Qatar,Gold Cup,1,2021,7,Loss
Panama,Honduras,Gold Cup,1,2021,7,Loss
Eswatini,Mozambique,COSAFA Cup,1,2021,7,Draw
South Africa,Senegal,COSAFA Cup,0,2021,7,Draw
Guatemala,Trinidad and Tobago,Gold Cup,1,2021,7,Draw
Mexico,El Salvador,Gold Cup,1,2021,7,Win
Martinique,Haiti,Gold Cup,1,2021,7,Loss
United States,Canada,Gold Cup,0,2021,7,Win
Suriname,Guadeloupe,Gold Cup,1,2021,7,Win
Costa Rica,Jamaica,Gold Cup,1,2021,7,Win
Panama,Grenada,Gold Cup,1,2021,7,Win
Honduras,Qatar,Gold Cup,1,2021,7,Loss
Mexico,Honduras,Gold Cup,1,2021,7,Win
Qatar,El Salvador,Gold Cup,1,2021,7,Win
Costa Rica,Canada,Gold Cup,1,2021,7,Loss
United States,Jamaica,Gold Cup,0,2021,7,Win
Mexico,Canada,Gold Cup,1,2021,7,Win
United States,Qatar,Gold Cup,0,2021,7,Win
United States,Mexico,Gold Cup,0,2021,8,Win
El Salvador,Costa Rica,Friendly,1,2021,8,Draw
Niger,Sudan,Friendly,1,2021,8,Win
Sudan,Niger,Friendly,1,2021,8,Win
Ethiopia,Sierra Leone,Friendly,0,2021,8,Draw
Ethiopia,Uganda,Friendly,0,2021,8,Win
Bahrain,Haiti,Friendly,0,2021,9,Win
Comoros,Seychelles,Friendly,0,2021,9,Win
Finland,Wales,Friendly,0,2021,9,Draw
Qatar,Serbia,Friendly,1,2021,9,Loss
Switzerland,Greece,Friendly,0,2021,9,Win
Central African Republic,Cape Verde,FIFA World Cup qualification,1,2021,9,Draw
Mali,Rwanda,FIFA World Cup qualification,1,2021,9,Win
Egypt,Angola,FIFA World Cup qualification,0,2021,9,Win
Libya,Gabon,FIFA World Cup qualification,0,2021,9,Win
Senegal,Togo,FIFA World Cup qualification,0,2021,9,Win
Guinea-Bissau,Guinea,FIFA World Cup qualification,1,2021,9,Draw
Portugal,Republic of Ireland,FIFA World Cup qualification,0,2021,9,Win
Luxembourg,Azerbaijan,FIFA World Cup qualification,0,2021,9,Win
Kazakhstan,Ukraine,FIFA World Cup qualification,0,2021,9,Draw
France,Bosnia and Herzegovina,FIFA World Cup qualification,0,2021,9,Draw
Faroe Islands,Israel,FIFA World Cup qualification,0,2021,9,Loss
Denmark,Scotland,FIFA World Cup qualification,0,2021,9,Win
Moldova,Austria,FIFA World Cup qualification,0,2021,9,Loss
Norway,Netherlands,FIFA World Cup qualification,0,2021,9,Draw
Latvia,Gibraltar,FIFA World Cup qualification,0,2021,9,Win
Turkey,Montenegro,FIFA World Cup qualification,0,2021,9,Draw
Malta,Cyprus,FIFA World Cup qualification,0,2021,9,Win
Slovenia,Slovakia,FIFA World Cup qualification,0,2021,9,Draw
Russia,Croatia,FIFA World Cup qualification,0,2021,9,Draw
Kyrgyzstan,Palestine,Three Nations Cup,0,2021,9,Win
Nepal,India,Friendly,0,2021,9,Draw
Niger,Burkina Faso,FIFA World Cup qualification,1,2021,9,Loss
Algeria,Djibouti,FIFA World Cup qualification,0,2021,9,Win
Kenya,Uganda,FIFA World Cup qualification,0,2021,9,Draw
Namibia,Congo,FIFA World Cup qualification,1,2021,9,Draw
Morocco,Sudan,FIFA World Cup qualification,0,2021,9,Win
DR Congo,Tanzania,FIFA World Cup qualification,0,2021,9,Draw
Madagascar,Benin,FIFA World Cup qualification,0,2021,9,Loss
South Korea,Iraq,FIFA World Cup qualification,0,2021,9,Draw
Iran,Syria,FIFA World Cup qualification,0,2021,9,Win
United Arab Emirates,Lebanon,FIFA World Cup qualification,0,2021,9,Draw
Japan,Oman,FIFA World Cup qualification,0,2021,9,Loss
Australia,China,FIFA World Cup qualification,1,2021,9,Win
Saudi Arabia,Vietnam,FIFA World Cup qualification,0,2021,9,Win
Georgia,Kosovo,FIFA World Cup qualification,0,2021,9,Loss
Sweden,Spain,FIFA World Cup qualification,0,2021,9,Win
Italy,Bulgaria,FIFA World Cup qualification,0,2021,9,Draw
Lithuania,Northern Ireland,FIFA World Cup qualification,0,2021,9,Loss
Czech Republic,Belarus,FIFA World Cup qualification,0,2021,9,Win
Estonia,Belgium,FIFA World Cup qualification,0,2021,9,Loss
Andorra,San Marino,FIFA World Cup qualification,0,2021,9,Win
Hungary,England,FIFA World Cup qualification,0,2021,9,Loss
Poland,Albania,FIFA World Cup qualification,0,2021,9,Win
Iceland,Romania,FIFA World Cup qualification,0,2021,9,Loss
Liechtenstein,Germany,FIFA World Cup qualification,1,2021,9,Loss
North Macedonia,Armenia,FIFA World Cup qualification,0,2021,9,Draw
Bolivia,Colombia,FIFA World Cup qualification,0,2021,9,Draw
Ecuador,Paraguay,FIFA World Cup qualification,0,2021,9,Win
Peru,Uruguay,FIFA World Cup qualification,0,2021,9,Draw
Venezuela,Argentina,FIFA World Cup qualification,0,2021,9,Loss
Chile,Brazil,FIFA World Cup qualification,0,2021,9,Loss
Canada,Honduras,FIFA World Cup qualification,0,2021,9,Draw
El Salvador,United States,FIFA World Cup qualification,0,2021,9,Draw
Panama,Costa Rica,FIFA World Cup qualification,0,2021,9,Draw
Mexico,Jamaica,FIFA World Cup qualification,0,2021,9,Win
Mauritania,Zambia,FIFA World Cup qualification,0,2021,9,Loss
Tunisia,Equatorial Guinea,FIFA World Cup qualification,0,2021,9,Win
Nigeria,Liberia,FIFA World Cup qualification,0,2021,9,Win
Mozambique,Ivory Coast,FIFA World Cup qualification,0,2021,9,Draw
Cameroon,Malawi,FIFA World Cup qualification,0,2021,9,Win
Zimbabwe,South Africa,FIFA World Cup qualification,0,2021,9,Draw
Ghana,Ethiopia,FIFA World Cup qualification,0,2021,9,Win
Bosnia and Herzegovina,Kuwait,Friendly,0,2021,9,Win
Burundi,Seychelles,Friendly,1,2021,9,Win
Haiti,Jordan,Friendly,1,2021,9,Win
Qatar,Portugal,Friendly,1,2021,9,Loss
Republic of Ireland,Azerbaijan,FIFA World Cup qualification,0,2021,9,Draw
Serbia,Luxembourg,FIFA World Cup qualification,0,2021,9,Win
Finland,Kazakhstan,FIFA World Cup qualification,0,2021,9,Win
Ukraine,France,FIFA World Cup qualification,0,2021,9,Draw
Faroe Islands,Denmark,FIFA World Cup qualification,0,2021,9,Loss
Scotland,Moldova,FIFA World Cup qualification,0,2021,9,Win
Israel,Austria,FIFA World Cup qualification,0,2021,9,Win
Latvia,Norway,FIFA World Cup qualification,0,2021,9,Loss
Gibraltar,Turkey,FIFA World Cup qualification,0,2021,9,Loss
Netherlands,Montenegro,FIFA World Cup qualification,0,2021,9,Win
Slovenia,Malta,FIFA World Cup qualification,0,2021,9,Win
Cyprus,Russia,FIFA World Cup qualification,0,2021,9,Loss
Slovakia,Croatia,FIFA World Cup qualification,0,2021,9,Loss
Bangladesh,Palestine,Three Nations Cup,1,2021,9,Loss
Estonia,Northern Ireland,Friendly,0,2021,9,Loss
Nepal,India,Friendly,0,2021,9,Loss
Sweden,Uzbekistan,Friendly,0,2021,9,Win
Rwanda,Kenya,FIFA World Cup qualification,0,2021,9,Draw
Gabon,Egypt,FIFA World Cup qualification,0,2021,9,Draw
Togo,Namibia,FIFA World Cup qualification,0,2021,9,Loss
Kosovo,Greece,FIFA World Cup qualification,0,2021,9,Draw
Spain,Georgia,FIFA World Cup qualification,0,2021,9,Win
Bulgaria,Lithuania,FIFA World Cup qualification,0,2021,9,Win
Switzerland,Italy,FIFA World Cup qualification,0,2021,9,Draw
Belarus,Wales,FIFA World Cup qualification,1,2021,9,Loss
Belgium,Czech Republic,FIFA World Cup qualification,0,2021,9,Win
England,Andorra,FIFA World Cup qualification,0,2021,9,Win
Albania,Hungary,FIFA World Cup qualification,0,2021,9,Win
San Marino,Poland,FIFA World Cup qualification,0,2021,9,Loss
Iceland,North Macedonia,FIFA World Cup qualification,0,2021,9,Draw
Germany,Armenia,FIFA World Cup qualification,0,2021,9,Win
Romania,Liechtenstein,FIFA World Cup qualification,0,2021,9,Win
Ecuador,Chile,FIFA World Cup qualification,0,2021,9,Draw
Paraguay,Colombia,FIFA World Cup qualification,0,2021,9,Draw
Uruguay,Bolivia,FIFA World Cup qualification,0,2021,9,Win
Peru,Venezuela,FIFA World Cup qualification,0,2021,9,Win
Costa Rica,Mexico,FIFA World Cup qualification,0,2021,9,Loss
El Salvador,Honduras,FIFA World Cup qualification,0,2021,9,Draw
Jamaica,Panama,FIFA World Cup qualification,0,2021,9,Loss
United States,Canada,FIFA World Cup qualification,0,2021,9,Draw
Djibouti,Niger,FIFA World Cup qualification,1,2021,9,Loss
Liberia,Central African Republic,FIFA World Cup qualification,1,2021,9,Win
Ivory Coast,Cameroon,FIFA World Cup qualification,0,2021,9,Win
Uganda,Mali,FIFA World Cup qualification,0,2021,9,Draw
South Africa,Ghana,FIFA World Cup qualification,0,2021,9,Win
Benin,DR Congo,FIFA World Cup qualification,0,2021,9,Draw
Kyrgyzstan,Bangladesh,Three Nations Cup,0,2021,9,Win
Bahrain,Jordan,Friendly,0,2021,9,Loss
Comoros,Burundi,Friendly,0,2021,9,Win
Luxembourg,Qatar,Friendly,0,2021,9,Draw
Burkina Faso,Algeria,FIFA World Cup qualification,1,2021,9,Draw
Zambia,Tunisia,FIFA World Cup qualification,0,2021,9,Loss
Equatorial Guinea,Mauritania,FIFA World Cup qualification,0,2021,9,Win
Cape Verde,Nigeria,FIFA World Cup qualification,0,2021,9,Loss
Malawi,Mozambique,FIFA World Cup qualification,1,2021,9,Win
Angola,Libya,FIFA World Cup qualification,0,2021,9,Loss
Ethiopia,Zimbabwe,FIFA World Cup qualification,0,2021,9,Win
Congo,Senegal,FIFA World Cup qualification,0,2021,9,Loss
Sudan,Guinea-Bissau,FIFA World Cup qualification,0,2021,9,Loss
Tanzania,Madagascar,FIFA World Cup qualification,0,2021,9,Win
Syria,United Arab Emirates,FIFA World Cup qualification,1,2021,9,Draw
South Korea,Lebanon,FIFA World Cup qualification,0,2021,9,Win
Iraq,Iran,FIFA World Cup qualification,1,2021,9,Loss
China,Japan,FIFA World Cup qualification,1,2021,9,Loss
Vietnam,Australia,FIFA World Cup qualification,0,2021,9,Loss
Oman,Saudi Arabia,FIFA World Cup qualification,0,2021,9,Loss
Republic of Ireland,Serbia,FIFA World Cup qualification,0,2021,9,Draw
Azerbaijan,Portugal,FIFA World Cup qualification,0,2021,9,Loss
Bosnia and Herzegovina,Kazakhstan,FIFA World Cup qualification,0,2021,9,Draw
France,Finland,FIFA World Cup qualification,0,2021,9,Win
Faroe Islands,Moldova,FIFA World Cup qualification,0,2021,9,Win
Austria,Scotland,FIFA World Cup qualification,0,2021,9,Loss
Denmark,Israel,FIFA World Cup qualification,0,2021,9,Win
Montenegro,Latvia,FIFA World Cup qualification,0,2021,9,Draw
Netherlands,Turkey,FIFA World Cup qualification,0,2021,9,Win
Norway,Gibraltar,FIFA World Cup qualification,0,2021,9,Win
Croatia,Slovenia,FIFA World Cup qualification,0,2021,9,Win
Slovakia,Cyprus,FIFA World Cup qualification,0,2021,9,Win
Russia,Malta,FIFA World Cup qualification,0,2021,9,Win
Bulgaria,Georgia,Friendly,0,2021,9,Win
Czech Republic,Ukraine,Friendly,0,2021,9,Draw
Guatemala,Nicaragua,Friendly,0,2021,9,Draw
Kosovo,Spain,FIFA World Cup qualification,0,2021,9,Loss
Greece,Sweden,FIFA World Cup qualification,0,2021,9,Win
Northern Ireland,Switzerland,FIFA World Cup qualification,0,2021,9,Draw
Italy,Lithuania,FIFA World Cup qualification,0,2021,9,Win
Wales,Estonia,FIFA World Cup qualification,0,2021,9,Draw
Belarus,Belgium,FIFA World Cup qualification,1,2021,9,Loss
Albania,San Marino,FIFA World Cup qualification,0,2021,9,Win
Hungary,Andorra,FIFA World Cup qualification,0,2021,9,Win
Poland,England,FIFA World Cup qualification,0,2021,9,Draw
Iceland,Germany,FIFA World Cup qualification,0,2021,9,Loss
Armenia,Liechtenstein,FIFA World Cup qualification,0,2021,9,Draw
North Macedonia,Romania,FIFA World Cup qualification,0,2021,9,Draw
Costa Rica,Jamaica,FIFA World Cup qualification,0,2021,9,Draw
Panama,Mexico,FIFA World Cup qualification,0,2021,9,Draw
Canada,El Salvador,FIFA World Cup qualification,0,2021,9,Win
Honduras,United States,FIFA World Cup qualification,0,2021,9,Loss
Colombia,Chile,FIFA World Cup qualification,0,2021,9,Win
Paraguay,Venezuela,FIFA World Cup qualification,0,2021,9,Win
Uruguay,Ecuador,FIFA World Cup qualification,0,2021,9,Win
Argentina,Bolivia,FIFA World Cup qualification,0,2021,9,Win
Brazil,Peru,FIFA World Cup qualification,0,2021,9,Win
El Salvador,Guatemala,Friendly,1,2021,9,Loss
Egypt,Liberia,Friendly,0,2021,9,Win
Sri Lanka,Bangladesh,SAFF Cup,1,2021,10,Loss
Maldives,Nepal,SAFF Cup,0,2021,10,Loss
Bangladesh,India,SAFF Cup,1,2021,10,Draw
Sri Lanka,Nepal,SAFF Cup,1,2021,10,Loss
Sudan,Guinea,FIFA World Cup qualification,1,2021,10,Draw
Morocco,Guinea-Bissau,FIFA World Cup qualification,0,2021,10,Win
Bahrain,Curaçao,Friendly,0,2021,10,Win
Jordan,Malaysia,Friendly,0,2021,10,Win
Sierra Leone,South Sudan,Friendly,1,2021,10,Draw
Italy,Spain,UEFA Nations League,0,2021,10,Loss
Iraq,Lebanon,FIFA World Cup qualification,1,2021,10,Draw
South Korea,Syria,FIFA World Cup qualification,0,2021,10,Win
United Arab Emirates,Iran,FIFA World Cup qualification,0,2021,10,Loss
Saudi Arabia,Japan,FIFA World Cup qualification,0,2021,10,Win
China,Vietnam,FIFA World Cup qualification,1,2021,10,Win
Australia,Oman,FIFA World Cup qualification,1,2021,10,Win
Honduras,Costa Rica,FIFA World Cup qualification,0,2021,10,Draw
United States,Jamaica,FIFA World Cup qualification,0,2021,10,Win
El Salvador,Panama,FIFA World Cup qualification,0,2021,10,Win
Mexico,Canada,FIFA World Cup qualification,0,2021,10,Draw
Equatorial Guinea,Zambia,FIFA World Cup qualification,0,2021,10,Win
Tunisia,Mauritania,FIFA World Cup qualification,0,2021,10,Win
Liberia,Cape Verde,FIFA World Cup qualification,1,2021,10,Loss
Nigeria,Central African Republic,FIFA World Cup qualification,0,2021,10,Loss
Rwanda,Uganda,FIFA World Cup qualification,0,2021,10,Loss
Mali,Kenya,FIFA World Cup qualification,1,2021,10,Win
DR Congo,Madagascar,FIFA World Cup qualification,0,2021,10,Win
Tanzania,Benin,FIFA World Cup qualification,0,2021,10,Loss
Ecuador,Bolivia,FIFA World Cup qualification,0,2021,10,Win
Venezuela,Brazil,FIFA World Cup qualification,0,2021,10,Loss
Paraguay,Argentina,FIFA World Cup qualification,0,2021,10,Draw
Peru,Chile,FIFA World Cup qualification,0,2021,10,Win
Uruguay,Colombia,FIFA World Cup qualification,0,2021,10,Draw
Indonesia,Taiwan,AFC Asian Cup qualification,1,2021,10,Win
India,Sri Lanka,SAFF Cup,1,2021,10,Draw
Maldives,Bangladesh,SAFF Cup,0,2021,10,Win
Belgium,France,UEFA Nations League,1,2021,10,Loss
Czech Republic,Wales,FIFA World Cup qualification,0,2021,10,Draw
Estonia,Belarus,FIFA World Cup qualification,0,2021,10,Win
Gibraltar,Montenegro,FIFA World Cup qualification,0,2021,10,Loss
Latvia,Netherlands,FIFA World Cup qualification,0,2021,10,Loss
Turkey,Norway,FIFA World Cup qualification,0,2021,10,Draw
Malta,Slovenia,FIFA World Cup qualification,0,2021,10,Loss
Cyprus,Croatia,FIFA World Cup qualification,0,2021,10,Loss
Russia,Slovakia,FIFA World Cup qualification,0,2021,10,Win
Iceland,Armenia,FIFA World Cup qualification,0,2021,10,Draw
Germany,Romania,FIFA World Cup qualification,0,2021,10,Win
Liechtenstein,North Macedonia,FIFA World Cup qualification,0,2021,10,Loss
Algeria,Niger,FIFA World Cup qualification,0,2021,10,Win
Djibouti,Burkina Faso,FIFA World Cup qualification,1,2021,10,Loss
Malawi,Ivory Coast,FIFA World Cup qualification,1,2021,10,Loss
Cameroon,Mozambique,FIFA World Cup qualification,0,2021,10,Win
Angola,Gabon,FIFA World Cup qualification,0,2021,10,Win
Egypt,Libya,FIFA World Cup qualification,0,2021,10,Win
Azerbaijan,Republic of Ireland,FIFA World Cup qualification,0,2021,10,Loss
Luxembourg,Serbia,FIFA World Cup qualification,0,2021,10,Loss
Sweden,Kosovo,FIFA World Cup qualification,0,2021,10,Win
Georgia,Greece,FIFA World Cup qualification,0,2021,10,Loss
Lithuania,Bulgaria,FIFA World Cup qualification,0,2021,10,Win
Switzerland,Northern Ireland,FIFA World Cup qualification,0,2021,10,Win
Finland,Ukraine,FIFA World Cup qualification,0,2021,10,Loss
Kazakhstan,Bosnia and Herzegovina,FIFA World Cup qualification,0,2021,10,Loss
Scotland,Israel,FIFA World Cup qualification,0,2021,10,Win
Faroe Islands,Austria,FIFA World Cup qualification,0,2021,10,Loss
Moldova,Denmark,FIFA World Cup qualification,0,2021,10,Loss
Andorra,England,FIFA World Cup qualification,0,2021,10,Loss
Hungary,Albania,FIFA World Cup qualification,0,2021,10,Loss
Poland,San Marino,FIFA World Cup qualification,0,2021,10,Win
Ethiopia,South Africa,FIFA World Cup qualification,0,2021,10,Loss
Ghana,Zimbabwe,FIFA World Cup qualification,0,2021,10,Win
Togo,Congo,FIFA World Cup qualification,0,2021,10,Draw
Senegal,Namibia,FIFA World Cup qualification,0,2021,10,Win
Guinea,Sudan,FIFA World Cup qualification,1,2021,10,Draw
Curaçao,New Zealand,Friendly,1,2021,10,Loss
Gambia,Sierra Leone,Friendly,1,2021,10,Loss
Portugal,Qatar,Friendly,0,2021,10,Win
Uzbekistan,Malaysia,Friendly,1,2021,10,Win
Guam,Cambodia,AFC Asian Cup qualification,1,2021,10,Loss
Morocco,Guinea-Bissau,FIFA World Cup qualification,0,2021,10,Win
Costa Rica,El Salvador,FIFA World Cup qualification,0,2021,10,Win
Jamaica,Canada,FIFA World Cup qualification,0,2021,10,Draw
Panama,United States,FIFA World Cup qualification,0,2021,10,Win
Mexico,Honduras,FIFA World Cup qualification,0,2021,10,Win
Zambia,Equatorial Guinea,FIFA World Cup qualification,0,2021,10,Draw
Mauritania,Tunisia,FIFA World Cup qualification,0,2021,10,Draw
Central African Republic,Nigeria,FIFA World Cup qualification,1,2021,10,Loss
Cape Verde,Liberia,FIFA World Cup qualification,0,2021,10,Win
Kenya,Mali,FIFA World Cup qualification,0,2021,10,Loss
Uganda,Rwanda,FIFA World Cup qualification,0,2021,10,Win
Benin,Tanzania,FIFA World Cup qualification,0,2021,10,Loss
Madagascar,DR Congo,FIFA World Cup qualification,0,2021,10,Win
